,Year,Area,Variable,Generation (TWh),Share of production (%),Kind of energy
7012,2013,Poland,Hydro,2.438873,1.48793041047707,Renewable
7014,2013,Poland,Wind,6.003806,3.66285801925919,Renewable
7015,2013,Poland,Solar,0.001482,0.000904152396753346,Renewable
7016,2013,Poland,Bioenergy,8.622133,5.26027140153584,Renewable
7017,2013,Poland,Other renewables,0.0,0.0,Renewable
7022,2013,Portugal,Coal,11.838,23.4275522144192,Fossil
7023,2013,Portugal,Hard Coal,11.838,23.4275522144192,Fossil
7024,2013,Portugal,Lignite,0.0,0.0,Fossil
7025,2013,Portugal,Gas,7.228,14.3043037173358,Fossil
7026,2013,Portugal,Other fossil,1.992412,3.94300863005874,Fossil
7027,2013,Portugal,Nuclear,0.0,0.0,Fossil
7029,2013,Portugal,Hydro,13.730418,27.1726714496368,Renewable
7031,2013,Portugal,Wind,12.014601,23.7770478343396,Renewable
7032,2013,Portugal,Solar,0.47914,0.948224139889915,Renewable
7033,2013,Portugal,Bioenergy,3.051091,6.03814780481876,Renewable
7034,2013,Portugal,Other renewables,0.196585,0.389044209500895,Renewable
7039,2013,Romania,Coal,16.936,28.9329938615277,Fossil
7040,2013,Romania,Hard Coal,0.391,0.667973582891908,Fossil
7041,2013,Romania,Lignite,16.545,28.2650202786358,Fossil
7042,2013,Romania,Gas,9.255,15.8109859582215,Fossil
7043,2013,Romania,Other fossil,0.578412,0.988143058894308,Fossil
7044,2013,Romania,Nuclear,11.618,19.8478697852639,Fossil
7046,2013,Romania,Hydro,14.956214,25.5507822303788,Renewable
7048,2013,Romania,Wind,4.52021,7.72220171131415,Renewable
7049,2013,Romania,Solar,0.420162,0.717793136918235,Renewable
7050,2013,Romania,Bioenergy,0.251251,0.429230257481265,Renewable
7051,2013,Romania,Other renewables,0.0,0.0,Renewable
7056,2013,Slovakia,Coal,3.074,10.8068201792933,Fossil
7057,2013,Slovakia,Hard Coal,1.051,3.6948497099666,Fossil
7058,2013,Slovakia,Lignite,2.023,7.11197046932677,Fossil
7059,2013,Slovakia,Gas,2.393,8.41272631393918,Fossil
7060,2013,Slovakia,Other fossil,0.905,3.18157848479521,Fossil
7061,2013,Slovakia,Nuclear,15.72,55.2645456143434,Fossil
7063,2013,Slovakia,Hydro,4.848,17.0434171207593,Renewable
7065,2013,Slovakia,Wind,0.006,0.0210933380207417,Renewable
7066,2013,Slovakia,Solar,0.588,2.06714712603269,Renewable
7067,2013,Slovakia,Bioenergy,0.911,3.20267182281596,Renewable
7068,2013,Slovakia,Other renewables,0.0,0.0,Renewable
7073,2013,Slovenia,Coal,4.876,30.8454753654028,Fossil
7074,2013,Slovenia,Hard Coal,0.404,2.55569566194067,Fossil
7075,2013,Slovenia,Lignite,4.472,28.2897797034621,Fossil
7076,2013,Slovenia,Gas,0.509,3.2199234948708,Fossil
7077,2013,Slovenia,Other fossil,0.0143539999999999,0.0908031077512288,Fossil
7078,2013,Slovenia,Nuclear,5.3,33.5276906145682,Fossil
7080,2013,Slovenia,Hydro,4.629432,29.2856912862607,Renewable
7082,2013,Slovenia,Wind,0.004221,0.026701958883791,Renewable
7083,2013,Slovenia,Solar,0.215064,1.36049042534556,Renewable
7084,2013,Slovenia,Bioenergy,0.259758,1.64322374691679,Renewable
7085,2013,Slovenia,Other renewables,0.0,0.0,Renewable
7090,2013,Spain,Coal,39.941,14.1914313913098,Fossil
7091,2013,Spain,Hard Coal,39.941,14.1914313913098,Fossil
7092,2013,Spain,Lignite,0.0,0.0,Fossil
7093,2013,Spain,Gas,57.536,20.4431084982949,Fossil
7094,2013,Spain,Other fossil,15.835745,5.62659644720405,Fossil
7095,2013,Spain,Nuclear,56.726,20.1553075061575,Fossil
7097,2013,Spain,Hydro,36.8651,13.0985337719079,Renewable
7099,2013,Spain,Wind,55.646,19.7715728499743,Renewable
7100,2013,Spain,Solar,13.095844,4.65308258774933,Renewable
7101,2013,Spain,Bioenergy,5.798789,2.06036694740196,Renewable
7102,2013,Spain,Other renewables,0.0,0.0,Renewable
7107,2013,Sweden,Coal,0.653,0.426711309861723,Fossil
7108,2013,Sweden,Hard Coal,0.653,0.426711309861723,Fossil
7109,2013,Sweden,Lignite,0.0,0.0,Fossil
7110,2013,Sweden,Gas,0.854,0.558057363892667,Fossil
7111,2013,Sweden,Other fossil,2.379,1.55458837084386,Fossil
7112,2013,Sweden,Nuclear,66.457,43.4271876255445,Fossil
7114,2013,Sweden,Hydro,61.360863,40.0970508805142,Renewable
7116,2013,Sweden,Wind,9.842,6.43138240682861,Renewable
7117,2013,Sweden,Solar,0.035,0.0228712034382241,Renewable
7118,2013,Sweden,Bioenergy,11.45,7.48215083907616,Renewable
7119,2013,Sweden,Other renewables,0.0,0.0,Renewable
7124,2013,United Kingdom,Coal,130.257,36.6523372499346,Fossil
7125,2013,United Kingdom,Hard Coal,130.257,36.6523372499346,Fossil
7126,2013,United Kingdom,Lignite,0.0,0.0,Fossil
7127,2013,United Kingdom,Gas,95.843,26.968761441193,Fossil
7128,2013,United Kingdom,Other fossil,5.46411,1.53751738862971,Fossil
7129,2013,United Kingdom,Nuclear,70.607,19.8677351405769,Fossil
7131,2013,United Kingdom,Hydro,4.701361,1.32289142929508,Renewable
7133,2013,United Kingdom,Wind,28.397018,7.99048865418721,Renewable
7134,2013,United Kingdom,Solar,2.010155,0.565627021846368,Renewable
7135,2013,United Kingdom,Bioenergy,18.1008489999999,5.09330340832463,Renewable
7136,2013,United Kingdom,Other renewables,0.004756,0.00133826601227334,Renewable
7141,2014,Austria,Coal,2.93508,4.76481188662024,Fossil
7142,2014,Austria,Hard Coal,2.93508,4.76481188662024,Fossil
7143,2014,Austria,Lignite,0.0,0.0,Fossil
7144,2014,Austria,Gas,5.320706,8.63763958529636,Fossil
7145,2014,Austria,Other fossil,3.15701899999999,5.12510788717375,Fossil
7146,2014,Austria,Nuclear,0.0,0.0,Fossil
7148,2014,Austria,Hydro,41.0072369999999,66.5711906643271,Renewable
7150,2014,Austria,Wind,3.845675,6.24307274489223,Renewable
7151,2014,Austria,Solar,0.785246,1.27476916292605,Renewable
7152,2014,Austria,Bioenergy,4.547727,7.38278468276974,Renewable
7153,2014,Austria,Other renewables,0.000384,0.000623385994406344,Renewable
7158,2014,Belgium,Coal,2.0902,2.94256355821846,Fossil
7159,2014,Belgium,Hard Coal,2.0902,2.94256355821846,Fossil
7160,2014,Belgium,Lignite,0.0,0.0,Fossil
7161,2014,Belgium,Gas,19.3216,27.2007635855296,Fossil
7162,2014,Belgium,Other fossil,3.6645,5.15884803324637,Fossil
7163,2014,Belgium,Nuclear,33.703,47.4467608853875,Fossil
7165,2014,Belgium,Hydro,0.2922,0.411356363846252,Renewable
7167,2014,Belgium,Wind,4.6153,6.49737517474198,Renewable
7168,2014,Belgium,Solar,2.88619999999999,4.06316474104398,Renewable
7169,2014,Belgium,Bioenergy,4.4603,6.27916765798576,Renewable
7170,2014,Belgium,Other renewables,0.0,0.0,Renewable
7175,2014,Bulgaria,Coal,21.305,45.4163082000769,Fossil
7176,2014,Bulgaria,Hard Coal,2.32,4.94559188097529,Fossil
7177,2014,Bulgaria,Lignite,18.985,40.4707163191016,Fossil
7178,2014,Bulgaria,Gas,2.142,4.56614560734874,Fossil
7179,2014,Bulgaria,Other fossil,0.211,0.449793054692149,Fossil
7180,2014,Bulgaria,Nuclear,15.867,33.8240113687219,Fossil
7182,2014,Bulgaria,Hydro,4.601629,9.8093875093364,Renewable
7184,2014,Bulgaria,Wind,1.330577,2.83641845181571,Renewable
7185,2014,Bulgaria,Solar,1.252464,2.66990335759217,Renewable
7186,2014,Bulgaria,Bioenergy,0.200792,0.428032450415858,Renewable
7187,2014,Bulgaria,Other renewables,0.0,0.0,Renewable
7192,2014,Croatia,Coal,2.368,17.6258120489991,Fossil
7193,2014,Croatia,Hard Coal,2.348,17.4769453931799,Fossil
7194,2014,Croatia,Lignite,0.02,0.148866655819249,Fossil
7195,2014,Croatia,Gas,1.002,7.4582194565444,Fossil
7196,2014,Croatia,Other fossil,0.129,0.96018993003416,Fossil
7197,2014,Croatia,Nuclear,0.0,0.0,Fossil
7199,2014,Croatia,Hydro,9.00612,67.035548315343,Renewable
7201,2014,Croatia,Wind,0.72997,5.43340963741888,Renewable
7202,2014,Croatia,Solar,0.035174,0.261811787589314,Renewable
7203,2014,Croatia,Bioenergy,0.164578,1.22500882407102,Renewable
7204,2014,Croatia,Other renewables,0.0,0.0,Renewable
7209,2014,Cyprus,Coal,0.0,0.0,Fossil
7210,2014,Cyprus,Hard Coal,0.0,0.0,Fossil
7211,2014,Cyprus,Lignite,0.0,0.0,Fossil
7212,2014,Cyprus,Gas,0.0,0.0,Fossil
7213,2014,Cyprus,Other fossil,4.033,92.7143061415813,Fossil
7214,2014,Cyprus,Nuclear,0.0,0.0,Fossil
7216,2014,Cyprus,Hydro,0.0,0.0,Renewable
7218,2014,Cyprus,Wind,0.18285,4.20352364938957,Renewable
7219,2014,Cyprus,Solar,0.08359,1.92164365246089,Renewable
7220,2014,Cyprus,Bioenergy,0.050482,1.16052655656814,Renewable
7221,2014,Cyprus,Other renewables,0.0,0.0,Renewable
7226,2014,Czech Republic,Coal,40.727,47.9097189712135,Fossil
7227,2014,Czech Republic,Hard Coal,5.128,6.03238733234421,Fossil
7228,2014,Czech Republic,Lignite,35.599,41.8773316388693,Fossil
7229,2014,Czech Republic,Gas,1.823,2.14450899119803,Fossil
7230,2014,Czech Republic,Other fossil,2.961116,3.48334607020315,Fossil
7231,2014,Czech Republic,Nuclear,30.325,35.6731953692157,Fossil
7233,2014,Czech Republic,Hydro,1.90874899999999,2.24538090644007,Renewable
7235,2014,Czech Republic,Wind,0.476544,0.56058853137766,Renewable
7236,2014,Czech Republic,Solar,2.122869,2.49726366299263,Renewable
7237,2014,Czech Republic,Bioenergy,4.663526,5.48599749735918,Renewable
7238,2014,Czech Republic,Other renewables,0.0,0.0,Renewable
7243,2014,Denmark,Coal,11.064,34.377736252168,Fossil
7244,2014,Denmark,Hard Coal,11.064,34.377736252168,Fossil
7245,2014,Denmark,Lignite,0.0,0.0,Fossil
7246,2014,Denmark,Gas,2.096755,6.51497563046046,Fossil
7247,2014,Denmark,Other fossil,1.039182,3.22891582736808,Fossil
7248,2014,Denmark,Nuclear,0.0,0.0,Fossil
7250,2014,Denmark,Hydro,0.015104,0.0469307057441021,Renewable
7252,2014,Denmark,Wind,13.078504,40.6371439881529,Renewable
7253,2014,Denmark,Solar,0.595518,1.85037606086574,Renewable
7254,2014,Denmark,Bioenergy,4.294557,13.3439215352406,Renewable
7255,2014,Denmark,Other renewables,0.0,0.0,Renewable
7260,2014,Estonia,Coal,0.006,0.0482093674979193,Fossil
7261,2014,Estonia,Hard Coal,0.006,0.0482093674979193,Fossil
7262,2014,Estonia,Lignite,0.0,0.0,Fossil
7263,2014,Estonia,Gas,0.069,0.554407726226072,Fossil
7264,2014,Estonia,Other fossil,10.982,88.2392123103584,Fossil
7265,2014,Estonia,Nuclear,0.0,0.0,Fossil
7267,2014,Estonia,Hydro,0.027034,0.217215340156458,Renewable
7269,2014,Estonia,Wind,0.60368,4.85050516185732,Renewable
7270,2014,Estonia,Solar,0.0,0.0,Renewable
7271,2014,Estonia,Bioenergy,0.758,6.09045009390381,Renewable
7272,2014,Estonia,Other renewables,0.0,0.0,Renewable
7277,2014,EU-27,Coal,692.742333,24.4795686290628,Fossil
7278,2014,EU-27,Hard Coal,374.526333,13.2347088308586,Fossil
7279,2014,EU-27,Lignite,318.216,11.2448597982041,Fossil
7280,2014,EU-27,Gas,355.896875,12.5763961019998,Fossil
7281,2014,EU-27,Other fossil,131.068489,4.63159232335101,Fossil
7282,2014,EU-27,Nuclear,812.521009,28.7122106660268,Fossil
7284,2014,EU-27,Hydro,370.060946,13.0769145943661,Renewable
7286,2014,EU-27,Wind,222.359755,7.85756929173275,Renewable
7287,2014,EU-27,Solar,94.212822,3.32921655285455,Renewable
7288,2014,EU-27,Bioenergy,144.231543,5.09673768608007,Renewable
7289,2014,EU-27,Other renewables,6.785886,0.239794154525845,Renewable
7294,2014,EU27+1,Coal,792.981333,25.0539359010916,Fossil
7295,2014,EU27+1,Hard Coal,474.765333,15.0000255063286,Fossil
7296,2014,EU27+1,Lignite,318.216,10.053910394763,Fossil
7297,2014,EU27+1,Gas,456.789875,14.4320979224332,Fossil
7298,2014,EU27+1,Other fossil,136.882238,4.32474091650525,Fossil
7299,2014,EU27+1,Nuclear,876.269009,27.6853775366224,Fossil
7301,2014,EU27+1,Hydro,375.948684,11.8779520261869,Renewable
7303,2014,EU27+1,Wind,254.319074,8.03511194181035,Renewable
7304,2014,EU27+1,Solar,98.266912,3.10470475406035,Renewable
7305,2014,EU27+1,Bioenergy,166.851606,5.27161140843425,Renewable
7306,2014,EU27+1,Other renewables,6.788107,0.214467592855369,Renewable
7311,2014,Finland,Coal,7.923,11.6855780409891,Fossil
7312,2014,Finland,Hard Coal,7.923,11.6855780409891,Fossil
7313,2014,Finland,Lignite,0.0,0.0,Fossil
7314,2014,Finland,Gas,5.521,8.14288481185172,Fossil
7315,2014,Finland,Other fossil,4.506905,6.64720309236706,Fossil
7316,2014,Finland,Nuclear,23.58,34.7779793268363,Fossil
7318,2014,Finland,Hydro,13.397044,19.7592077723798,Renewable
7320,2014,Finland,Wind,1.10717199999999,1.63296034466717,Renewable
7321,2014,Finland,Solar,0.007752,0.01143337132068,Renewable
7322,2014,Finland,Bioenergy,11.758651,17.3427532395879,Renewable
7323,2014,Finland,Other renewables,0.0,0.0,Renewable
7328,2014,France,Coal,11.2423049999999,1.98624004082985,Fossil
7329,2014,France,Hard Coal,11.2423049999999,1.98624004082985,Fossil
7330,2014,France,Lignite,0.0,0.0,Fossil
7331,2014,France,Gas,13.1628759999999,2.32555791394009,Fossil
7332,2014,France,Other fossil,11.164045,1.97241341492036,Fossil
7333,2014,France,Nuclear,436.479009,77.1151542906489,Fossil
7335,2014,France,Hydro,63.7734089999999,11.2671999644217,Renewable
7337,2014,France,Wind,17.323779,3.0606875999439,Renewable
7338,2014,France,Solar,6.39147699999999,1.12921749920884,Renewable
7339,2014,France,Bioenergy,5.908862,1.04395124488598,Renewable
7340,2014,France,Other renewables,0.563620999999999,0.0995780312002354,Renewable
7345,2014,Germany,Coal,274.4,44.1157556270096,Fossil
7346,2014,Germany,Hard Coal,118.6,19.0675241157556,Fossil
7347,2014,Germany,Lignite,155.8,25.048231511254,Fossil
7348,2014,Germany,Gas,61.1,9.82315112540193,Fossil
7349,2014,Germany,Other fossil,26.8,4.30868167202572,Fossil
7350,2014,Germany,Nuclear,97.1,15.6109324758842,Fossil
7352,2014,Germany,Hydro,19.6,3.15112540192926,Renewable
7354,2014,Germany,Wind,58.5,9.40514469453376,Renewable
7355,2014,Germany,Solar,36.1,5.80385852090032,Renewable
7356,2014,Germany,Bioenergy,48.3,7.7652733118971,Renewable
7357,2014,Germany,Other renewables,0.1,0.0160771704180064,Renewable
7362,2014,Greece,Coal,25.746,51.1418928300639,Fossil
7363,2014,Greece,Hard Coal,0.0,0.0,Fossil
7364,2014,Greece,Lignite,25.746,51.1418928300639,Fossil
7365,2014,Greece,Gas,6.79,13.4876661351718,Fossil
7366,2014,Greece,Other fossil,5.63,11.1834404036844,Fossil
7367,2014,Greece,Nuclear,0.0,0.0,Fossil
7369,2014,Greece,Hydro,4.476169,8.8914687830053,Renewable
7371,2014,Greece,Wind,3.688575,7.32699088579403,Renewable
7372,2014,Greece,Solar,3.791885,7.53220602400089,Renewable
7373,2014,Greece,Bioenergy,0.219661,0.436334938279526,Renewable
7374,2014,Greece,Other renewables,0.0,0.0,Renewable
7379,2014,Hungary,Coal,5.995,20.427326030993,Fossil
7380,2014,Hungary,Hard Coal,0.051,0.173777085501358,Fossil
7381,2014,Hungary,Lignite,5.944,20.2535489454916,Fossil
7382,2014,Hungary,Gas,4.24,14.4473498534462,Fossil
7383,2014,Hungary,Other fossil,0.312538,1.06494005389065,Fossil
7384,2014,Hungary,Nuclear,15.649,53.3223060982502,Fossil
7386,2014,Hungary,Hydro,0.301477,1.02725087069986,Renewable
7388,2014,Hungary,Wind,0.65654,2.23709034735415,Renewable
7389,2014,Hungary,Solar,0.067,0.228295386835118,Renewable
7390,2014,Hungary,Bioenergy,2.126388,7.24544135853064,Renewable
7391,2014,Hungary,Other renewables,0.0,0.0,Renewable
7396,2014,Ireland,Coal,3.95674799999999,15.3314797994017,Fossil
7397,2014,Ireland,Hard Coal,3.95674799999999,15.3314797994017,Fossil
7398,2014,Ireland,Lignite,0.0,0.0,Fossil
7399,2014,Ireland,Gas,12.637843,48.9687072976369,Fossil
7400,2014,Ireland,Other fossil,2.82125999999999,10.9317274435622,Fossil
7401,2014,Ireland,Nuclear,0.0,0.0,Fossil
7403,2014,Ireland,Hydro,0.708654,2.74586971062226,Renewable
7405,2014,Ireland,Wind,5.140061,19.9165429259565,Renewable
7406,2014,Ireland,Solar,0.002457,0.00952030451955242,Renewable
7407,2014,Ireland,Bioenergy,0.540975,2.09615251830072,Renewable
7408,2014,Ireland,Other renewables,0.0,0.0,Renewable
7413,2014,Italy,Coal,43.454,15.6630663985982,Fossil
7414,2014,Italy,Hard Coal,43.454,15.6630663985982,Fossil
7415,2014,Italy,Lignite,0.0,0.0,Fossil
7416,2014,Italy,Gas,93.656,33.7584605934349,Fossil
7417,2014,Italy,Other fossil,19.649738,7.08278066481934,Fossil
7418,2014,Italy,Nuclear,0.0,0.0,Fossil
7420,2014,Italy,Hydro,58.545441,21.1028013466704,Renewable
7422,2014,Italy,Wind,15.17831,5.47104702325466,Renewable
7423,2014,Italy,Solar,22.306365,8.04036627482784,Renewable
7424,2014,Italy,Bioenergy,18.723525,6.74892565220267,Renewable
7425,2014,Italy,Other renewables,5.916333,2.13255204619179,Renewable
7430,2014,Latvia,Coal,0.0,0.0,Fossil
7431,2014,Latvia,Hard Coal,0.0,0.0,Fossil
7432,2014,Latvia,Lignite,0.0,0.0,Fossil
7433,2014,Latvia,Gas,2.337,45.4721367876591,Fossil
7434,2014,Latvia,Other fossil,0.0,0.0,Fossil
7435,2014,Latvia,Nuclear,0.0,0.0,Fossil
7437,2014,Latvia,Hydro,1.993639,38.7911961117723,Renewable
7439,2014,Latvia,Wind,0.139712,2.71844380610929,Renewable
7440,2014,Latvia,Solar,9.9e-05,0.00192629077534371,Renewable
7441,2014,Latvia,Bioenergy,0.668960999999999,13.0162970036838,Renewable
7442,2014,Latvia,Other renewables,0.0,0.0,Renewable
7447,2014,Lithuania,Coal,0.0,0.0,Fossil
7448,2014,Lithuania,Hard Coal,0.0,0.0,Fossil
7449,2014,Lithuania,Lignite,0.0,0.0,Fossil
7450,2014,Lithuania,Gas,1.749,50.4740782853242,Fossil
7451,2014,Lithuania,Other fossil,0.205574,5.93262331013565,Fossil
7452,2014,Lithuania,Nuclear,0.0,0.0,Fossil
7454,2014,Lithuania,Hydro,0.398629,11.5039630376218,Renewable
7456,2014,Lithuania,Wind,0.639094,18.4434994783768,Renewable
7457,2014,Lithuania,Solar,0.072984,2.10623220673305,Renewable
7458,2014,Lithuania,Bioenergy,0.399864,11.5396036818084,Renewable
7459,2014,Lithuania,Other renewables,0.0,0.0,Renewable
7464,2014,Luxembourg,Coal,0.0,0.0,Fossil
7465,2014,Luxembourg,Hard Coal,0.0,0.0,Fossil
7466,2014,Luxembourg,Lignite,0.0,0.0,Fossil
7467,2014,Luxembourg,Gas,1.451095,76.1968849014021,Fossil
7468,2014,Luxembourg,Other fossil,0.055677,2.92359491325886,Fossil
7469,2014,Luxembourg,Nuclear,0.0,0.0,Fossil
7471,2014,Luxembourg,Hydro,0.107788,5.65993944555823,Renewable
7473,2014,Luxembourg,Wind,0.0798759999999999,4.1942825096802,Renewable
7474,2014,Luxembourg,Solar,0.094741,4.97484249648971,Renewable
7475,2014,Luxembourg,Bioenergy,0.115225,6.05045573361086,Renewable
7476,2014,Luxembourg,Other renewables,0.0,0.0,Renewable
7481,2014,Malta,Coal,0.0,0.0,Fossil
7482,2014,Malta,Hard Coal,0.0,0.0,Fossil
7483,2014,Malta,Lignite,0.0,0.0,Fossil
7484,2014,Malta,Gas,0.0,0.0,Fossil
7485,2014,Malta,Other fossil,2.17,96.6639790813803,Fossil
7486,2014,Malta,Nuclear,0.0,0.0,Fossil
7488,2014,Malta,Hydro,0.0,0.0,Renewable
7490,2014,Malta,Wind,5.8e-05,0.00258364552383413,Renewable
7491,2014,Malta,Solar,0.06838,3.04602898137547,Renewable
7492,2014,Malta,Bioenergy,0.006452,0.287408291720307,Renewable
7493,2014,Malta,Other renewables,0.0,0.0,Renewable
7498,2014,Netherlands,Coal,29.485,28.5673138927425,Fossil
7499,2014,Netherlands,Hard Coal,29.485,28.5673138927425,Fossil
7500,2014,Netherlands,Lignite,0.0,0.0,Fossil
7501,2014,Netherlands,Gas,51.522,49.9184380661991,Fossil
7502,2014,Netherlands,Other fossil,6.46686299999999,6.26558945980541,Fossil
7503,2014,Netherlands,Nuclear,4.091,3.96367241428556,Fossil
7505,2014,Netherlands,Hydro,0.1122,0.108707906351219,Renewable
7507,2014,Netherlands,Wind,5.797335,5.61689973499686,Renewable
7508,2014,Netherlands,Solar,0.725160999999999,0.702591212812449,Renewable
7509,2014,Netherlands,Bioenergy,5.012805,4.85678731280682,Renewable
7510,2014,Netherlands,Other renewables,0.0,0.0,Renewable
7515,2014,Poland,Coal,129.52,81.7855172662758,Fossil
7516,2014,Poland,Hard Coal,76.155,48.0881413481565,Fossil
7517,2014,Poland,Lignite,53.365,33.6973759181193,Fossil
7518,2014,Poland,Gas,5.328,3.36437025937861,Fossil
7519,2014,Poland,Other fossil,3.675679,2.32101071896068,Fossil
7520,2014,Poland,Nuclear,0.0,0.0,Fossil
7522,2014,Poland,Hydro,2.18245,1.37810996106998,Renewable
7524,2014,Poland,Wind,7.675629,4.84678264444895,Renewable
7525,2014,Poland,Solar,0.006891,0.00435132797623461,Renewable
7526,2014,Poland,Bioenergy,9.976798,6.29985782188964,Renewable
7527,2014,Poland,Other renewables,0.0,0.0,Renewable
7532,2014,Portugal,Coal,11.952,23.0051842313551,Fossil
7533,2014,Portugal,Hard Coal,11.952,23.0051842313551,Fossil
7534,2014,Portugal,Lignite,0.0,0.0,Fossil
7535,2014,Portugal,Gas,6.834,13.1540686945349,Fossil
7536,2014,Portugal,Other fossil,1.606593,3.0923667963358,Fossil
7537,2014,Portugal,Nuclear,0.0,0.0,Fossil
7539,2014,Portugal,Hydro,15.568913,29.9670106966984,Renewable
7541,2014,Portugal,Wind,12.1113949999999,23.3119873890322,Renewable
7542,2014,Portugal,Solar,0.627315999999999,1.20745650529424,Renewable
7543,2014,Portugal,Bioenergy,3.047884,5.86656065393237,Renewable
7544,2014,Portugal,Other renewables,0.205406,0.395365032816745,Renewable
7549,2014,Romania,Coal,17.763,27.2438069495526,Fossil
7550,2014,Romania,Hard Coal,0.282,0.432514415345034,Fossil
7551,2014,Romania,Lignite,17.481,26.8112925342076,Fossil
7552,2014,Romania,Gas,8.104,12.4294213544544,Fossil
7553,2014,Romania,Other fossil,0.531302,0.814878630856906,Fossil
7554,2014,Romania,Nuclear,11.676,17.9079372821582,Fossil
7556,2014,Romania,Hydro,18.804575,28.841311212542,Renewable
7558,2014,Romania,Wind,6.20090999999999,9.5105778838907,Renewable
7559,2014,Romania,Solar,1.615991,2.4785085197441,Renewable
7560,2014,Romania,Bioenergy,0.504219,0.773340375854106,Renewable
7561,2014,Romania,Other renewables,0.000142,0.000217790946734024,Renewable
7566,2014,Slovakia,Coal,2.87299999999999,10.62893081761,Fossil
7567,2014,Slovakia,Hard Coal,0.953,3.52571217166111,Fossil
7568,2014,Slovakia,Lignite,1.92,7.10321864594894,Fossil
7569,2014,Slovakia,Gas,1.619,5.98964113947465,Fossil
7570,2014,Slovakia,Other fossil,0.81,2.99667036625971,Fossil
7571,2014,Slovakia,Nuclear,15.499,57.3399926008139,Fossil
7573,2014,Slovakia,Hydro,4.209,15.5715871254162,Renewable
7575,2014,Slovakia,Wind,0.006,0.0221975582685904,Renewable
7576,2014,Slovakia,Solar,0.597,2.20865704772475,Renewable
7577,2014,Slovakia,Bioenergy,1.417,5.24232334443211,Renewable
